filename,x_center,y_center,width,height,confidence,class_id
bio_waste/glhdamar_new-trash-classfication-dataset_organic_biological694.jpg,0.8126482367515564,0.31908586621284485,0.37448757886886597,0.6331453323364258,0.7688154578208923,50
paper_cardboard/mostafaabla_garbage-classification_paper_paper96.jpg,0.5281569361686707,0.5246691703796387,0.8801673650741577,0.9057208895683289,0.5689803957939148,0
textile_reuse/mostafaabla_garbage-classification_clothes_clothes2765.jpg,0.4991410970687866,0.5043289661407471,0.987955629825592,0.9870234131813049,0.700539767742157,0
textile_reuse/mostafaabla_garbage-classification_clothes_clothes2765.jpg,0.5019222497940063,0.4357902705669403,0.9961555600166321,0.8706493377685547,0.512542188167572,59
textile_reuse/mostafaabla_garbage-classification_shoes_shoes30.jpg,0.6507799029350281,0.09413277357816696,0.28796645998954773,0.18826554715633392,0.537389874458313,58
recyclables/sumn2u_garbage-classification-v2_metal_metal_2794.jpg,0.6495558023452759,0.5320255160331726,0.4737584888935089,0.6507068276405334,0.6372010111808777,72
paper_cardboard/glhdamar_new-trash-classfication-dataset_cardboard_cardboard483.jpg,0.9409589171409607,0.23040111362934113,0.11736538261175156,0.4510243833065033,0.628363311290741,62
residual_waste/mostafaabla_garbage-classification_trash_trash363.jpg,0.4413727819919586,0.6687766313552856,0.15912319719791412,0.5719002485275269,0.9028671383857727,79
residual_waste/mostafaabla_garbage-classification_trash_trash363.jpg,0.4421641230583191,0.5152278542518616,0.16194668412208557,0.8699302673339844,0.8886547088623047,79
residual_waste/mostafaabla_garbage-classification_trash_trash363.jpg,0.4731367230415344,0.48865631222724915,0.23446330428123474,0.8983144164085388,0.6970096230506897,79
glass/mostafaabla_garbage-classification_white-glass_white-glass637.jpg,0.8407401442527771,0.533449649810791,0.15505178272724152,0.505131721496582,0.8068784475326538,41
glass/mostafaabla_garbage-classification_white-glass_white-glass637.jpg,0.2884073853492737,0.5952214002609253,0.15104065835475922,0.4999386966228485,0.7035900354385376,41
glass/mostafaabla_garbage-classification_white-glass_white-glass637.jpg,0.41582977771759033,0.6520780324935913,0.1633089780807495,0.4867962896823883,0.6784559488296509,41
glass/mostafaabla_garbage-classification_white-glass_white-glass637.jpg,0.16012340784072876,0.5351191163063049,0.15490183234214783,0.5029937624931335,0.6401727795600891,41
glass/mostafaabla_garbage-classification_white-glass_white-glass637.jpg,0.712419331073761,0.597139298915863,0.15023304522037506,0.5045842528343201,0.5953364372253418,41
glass/mostafaabla_garbage-classification_white-glass_white-glass637.jpg,0.5862234234809875,0.6609467267990112,0.1647406369447708,0.49821358919143677,0.5454904437065125,41
bio_waste/mostafaabla_garbage-classification_biological_biological93.jpg,0.48339515924453735,0.4398771822452545,0.5913005471229553,0.8280640244483948,0.5151342749595642,48
glass/joebeachcapital_realwaste_Glass_Glass_180.jpg,0.4400482177734375,0.4781004786491394,0.37354910373687744,0.5990661382675171,0.5060428977012634,39
recyclables/glhdamar_new-trash-classfication-dataset_plastic_plastic732.jpg,0.35737699270248413,0.5039394497871399,0.1625596135854721,0.9562528133392334,0.8676443696022034,39
recyclables/glhdamar_new-trash-classfication-dataset_plastic_plastic732.jpg,0.6902538537979126,0.5062034726142883,0.1518528163433075,0.9749311208724976,0.8033654093742371,39
recyclables/glhdamar_new-trash-classfication-dataset_plastic_plastic732.jpg,0.5989798307418823,0.6326570510864258,0.16611598432064056,0.7260852456092834,0.7935437560081482,39
recyclables/glhdamar_new-trash-classfication-dataset_plastic_plastic732.jpg,0.433663934469223,0.70578533411026,0.12708774209022522,0.5848212838172913,0.7814513444900513,39
recyclables/glhdamar_new-trash-classfication-dataset_plastic_plastic732.jpg,0.5149941444396973,0.4636707007884979,0.13338181376457214,0.8150214552879333,0.7096459865570068,39
recyclables/sumn2u_garbage-classification-v2_plastic_plastic_1258.jpg,0.5574638247489929,0.5215930938720703,0.30570027232170105,0.9347472786903381,0.67814701795578,75
paper_cardboard/sumn2u_garbage-classification-v2_cardboard_cardboard_1000.jpg,0.4942464828491211,0.1879880130290985,0.31850215792655945,0.20241588354110718,0.505803108215332,55
textile_reuse/sumn2u_garbage-classification-v2_clothes_clothes_4011.jpg,0.5064307451248169,0.6232603192329407,0.8212843537330627,0.6740741729736328,0.5400903820991516,75
residual_waste/sumn2u_garbage-classification-v2_trash_trash_504.jpg,0.8281900882720947,0.6116936802864075,0.3120960295200348,0.30678272247314453,0.6814575791358948,61
battery/mostafaabla_garbage-classification_battery_battery16.jpg,0.5311962366104126,0.5363931059837341,0.7245595455169678,0.8637447357177734,0.7866367697715759,6
recyclables/glhdamar_new-trash-classfication-dataset_metal_metal472.jpg,0.4939839243888855,0.4921667277812958,0.39046159386634827,0.4670872390270233,0.5743758678436279,41
glass/mostafaabla_garbage-classification_white-glass_white-glass651.jpg,0.5189458131790161,0.3950936496257782,0.7774896621704102,0.7073373794555664,0.8099774122238159,40
glass/sumn2u_garbage-classification-v2_glass_glass_3923.jpg,0.48173078894615173,0.5693261027336121,0.8055372834205627,0.8394928574562073,0.6290082931518555,75
textile_reuse/glhdamar_new-trash-classfication-dataset_textile_clothes2320.jpg,0.4897397756576538,0.5743811726570129,0.9724873304367065,0.842978298664093,0.6434741020202637,0
textile_reuse/glhdamar_new-trash-classfication-dataset_textile_clothes2320.jpg,0.5021383166313171,0.43817123770713806,0.9950889348983765,0.8724579811096191,0.5731861591339111,59
textile_reuse/sumn2u_garbage-classification-v2_clothes_clothes_846.jpg,0.4365244209766388,0.6137122511863708,0.7973368763923645,0.6964532732963562,0.6399927735328674,0
textile_reuse/sumn2u_garbage-classification-v2_shoes_shoes_1629.jpg,0.5499175786972046,0.4719729423522949,0.6178247332572937,0.7866167426109314,0.5476203560829163,0
